unix_timestamp,lastUpdateId,bid_price_0,bid_qty_0,bid_price_1,bid_qty_1,bid_price_2,bid_qty_2,bid_price_3,bid_qty_3,bid_price_4,bid_qty_4,bid_price_5,bid_qty_5,bid_price_6,bid_qty_6,bid_price_7,bid_qty_7,bid_price_8,bid_qty_8,bid_price_9,bid_qty_9,ask_price_0,ask_qty_0,ask_price_1,ask_qty_1,ask_price_2,ask_qty_2,ask_price_3,ask_qty_3,ask_price_4,ask_qty_4,ask_price_5,ask_qty_5,ask_price_6,ask_qty_6,ask_price_7,ask_qty_7,ask_price_8,ask_qty_8,ask_price_9,ask_qty_9
1759175617.774417,177365728271,1019.800000,2.820000,1019.700000,3.380000,1019.600000,23.660000,1019.500000,22.090000,1019.400000,123.710000,1019.300000,15.910000,1019.200000,106.150000,1019.100000,20.630000,1019.000000,17.960000,1018.900000,2.080000,1019.900000,457.740000,1020.000000,8.980000,1020.100000,33.410000,1020.200000,21.550000,1020.300000,55.410000,1020.400000,127.210000,1020.500000,69.110000,1020.600000,515.290000,1020.700000,18.940000,1020.800000,0.120000
1759175621.9430172,177365797768,1019.800000,2.810000,1019.700000,3.380000,1019.600000,38.370000,1019.500000,21.090000,1019.400000,123.710000,1019.300000,1.200000,1019.200000,103.210000,1019.100000,38.280000,1019.000000,17.960000,1018.900000,2.080000,1019.900000,205.150000,1020.000000,8.980000,1020.100000,33.410000,1020.200000,21.550000,1020.300000,55.410000,1020.400000,127.210000,1020.500000,69.110000,1020.600000,515.290000,1020.700000,18.940000,1020.800000,4.040000
1759175622.2765613,177365802669,1019.800000,22.790000,1019.700000,6.270000,1019.600000,18.550000,1019.500000,125.680000,1019.400000,17.050000,1019.300000,102.970000,1019.200000,4.350000,1019.100000,35.340000,1019.000000,14.040000,1018.900000,0.110000,1019.900000,6.800000,1020.000000,201.120000,1020.100000,33.410000,1020.200000,21.550000,1020.300000,55.410000,1020.400000,127.210000,1020.500000,69.110000,1020.600000,500.580000,1020.700000,16.000000,1020.800000,3.060000
1759175622.4630635,177365805785,1019.800000,63.920000,1019.700000,112.910000,1019.600000,20.070000,1019.500000,117.870000,1019.400000,36.850000,1019.300000,1.190000,1019.200000,4.350000,1019.100000,15.540000,1019.000000,14.040000,1018.900000,0.110000,1019.900000,5.950000,1020.000000,1.980000,1020.100000,217.770000,1020.200000,21.550000,1020.300000,55.410000,1020.400000,35.260000,1020.500000,69.110000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000
1759175622.8485625,177365812470,1019.800000,63.920000,1019.700000,112.910000,1019.600000,20.070000,1019.500000,117.870000,1019.400000,39.790000,1019.300000,1.190000,1019.200000,4.350000,1019.100000,15.540000,1019.000000,14.040000,1018.900000,0.110000,1019.900000,0.180000,1020.000000,1.980000,1020.100000,217.770000,1020.200000,21.550000,1020.300000,55.410000,1020.400000,35.260000,1020.500000,69.110000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000
1759175623.1140597,177365817192,1019.800000,65.100000,1019.700000,112.640000,1019.600000,18.900000,1019.500000,117.240000,1019.400000,39.700000,1019.300000,1.190000,1019.200000,8.270000,1019.100000,15.540000,1019.000000,14.040000,1018.900000,0.110000,1020.000000,3.150000,1020.100000,218.760000,1020.200000,21.820000,1020.300000,55.410000,1020.400000,35.260000,1020.500000,69.110000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,17.660000
1759175623.7155178,177365823162,1019.800000,65.100000,1019.700000,112.640000,1019.600000,18.900000,1019.500000,117.240000,1019.400000,39.700000,1019.300000,1.190000,1019.200000,8.270000,1019.100000,17.500000,1019.000000,14.040000,1018.900000,0.110000,1020.000000,3.150000,1020.100000,218.760000,1020.200000,21.820000,1020.300000,55.410000,1020.400000,35.260000,1020.500000,69.110000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,17.660000
1759175624.5074093,177365838484,1019.900000,0.360000,1019.800000,27.670000,1019.700000,109.570000,1019.600000,17.380000,1019.500000,117.240000,1019.400000,39.700000,1019.300000,1.190000,1019.200000,8.270000,1019.100000,17.500000,1019.000000,14.040000,1020.000000,3.150000,1020.100000,219.210000,1020.200000,21.820000,1020.300000,55.410000,1020.400000,35.260000,1020.500000,69.110000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,17.660000
1759175624.771302,177365841009,1019.900000,3.060000,1019.800000,24.970000,1019.700000,124.280000,1019.600000,17.380000,1019.500000,117.240000,1019.400000,24.990000,1019.300000,1.190000,1019.200000,8.270000,1019.100000,17.500000,1019.000000,14.040000,1020.000000,3.150000,1020.100000,219.210000,1020.200000,21.820000,1020.300000,55.410000,1020.400000,35.260000,1020.500000,69.110000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,17.660000
1759175625.1592057,177365850636,1019.900000,6.000000,1019.800000,23.510000,1019.700000,122.790000,1019.600000,16.380000,1019.500000,117.240000,1019.400000,24.990000,1019.300000,1.190000,1019.200000,8.270000,1019.100000,17.500000,1019.000000,14.040000,1020.100000,214.310000,1020.200000,7.110000,1020.300000,55.410000,1020.400000,35.260000,1020.500000,83.820000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,17.660000,1021.000000,8.720000
1759175625.42297,177365854804,1020.000000,0.010000,1019.900000,6.130000,1019.800000,24.580000,1019.700000,122.790000,1019.600000,16.560000,1019.500000,117.240000,1019.400000,24.990000,1019.300000,0.650000,1019.200000,8.090000,1019.100000,17.500000,1020.100000,271.190000,1020.200000,10.110000,1020.300000,55.410000,1020.400000,35.260000,1020.500000,83.980000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,17.660000,1021.000000,8.720000
1759175625.7969406,177365856172,1020.000000,0.010000,1019.900000,6.130000,1019.800000,24.580000,1019.700000,122.790000,1019.600000,16.560000,1019.500000,117.240000,1019.400000,24.990000,1019.300000,0.650000,1019.200000,8.090000,1019.100000,17.500000,1020.100000,271.190000,1020.200000,10.110000,1020.300000,55.410000,1020.400000,35.260000,1020.500000,84.520000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,17.660000,1021.000000,8.720000
1759175625.993913,177365862296,1019.900000,6.130000,1019.800000,24.580000,1019.700000,122.790000,1019.600000,16.560000,1019.500000,117.240000,1019.400000,24.990000,1019.300000,0.650000,1019.200000,8.090000,1019.100000,17.500000,1019.000000,14.040000,1020.100000,274.190000,1020.200000,7.110000,1020.300000,55.410000,1020.400000,35.260000,1020.500000,84.520000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,17.660000,1021.000000,8.720000
1759175626.5163999,177365869546,1020.000000,0.270000,1019.900000,5.960000,1019.800000,24.580000,1019.700000,122.790000,1019.600000,16.560000,1019.500000,117.240000,1019.400000,24.990000,1019.300000,0.650000,1019.200000,8.090000,1019.100000,17.500000,1020.100000,271.190000,1020.200000,10.110000,1020.300000,55.410000,1020.400000,35.260000,1020.500000,84.520000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,17.660000,1021.000000,8.720000
1759175626.779671,177365873916,1020.000000,0.270000,1019.900000,5.960000,1019.800000,24.580000,1019.700000,122.790000,1019.600000,16.560000,1019.500000,117.240000,1019.400000,24.990000,1019.300000,0.650000,1019.200000,8.090000,1019.100000,17.500000,1020.100000,271.400000,1020.200000,10.110000,1020.300000,55.410000,1020.400000,35.260000,1020.500000,84.520000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,17.660000,1021.000000,8.720000
1759175627.0689826,177365881348,1020.000000,1.350000,1019.900000,4.970000,1019.800000,25.490000,1019.700000,122.790000,1019.600000,16.560000,1019.500000,117.240000,1019.400000,24.990000,1019.300000,0.650000,1019.200000,8.090000,1019.100000,17.500000,1020.100000,272.270000,1020.200000,11.110000,1020.300000,55.410000,1020.400000,35.260000,1020.500000,84.520000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,17.660000,1021.000000,8.720000
1759175627.322484,177365884954,1020.000000,4.180000,1019.900000,2.140000,1019.800000,40.200000,1019.700000,122.790000,1019.600000,16.560000,1019.500000,105.470000,1019.400000,22.050000,1019.300000,0.650000,1019.200000,4.170000,1019.100000,45.540000,1020.100000,210.770000,1020.200000,11.020000,1020.300000,59.410000,1020.400000,35.260000,1020.500000,84.520000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,14.720000,1021.000000,8.720000
1759175627.7166128,177365890773,1020.000000,4.180000,1019.900000,2.140000,1019.800000,40.200000,1019.700000,122.790000,1019.600000,16.560000,1019.500000,105.470000,1019.400000,22.050000,1019.300000,4.570000,1019.200000,4.170000,1019.100000,45.540000,1020.100000,210.440000,1020.200000,11.020000,1020.300000,59.410000,1020.400000,35.260000,1020.500000,84.520000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,14.720000,1021.000000,11.660000
1759175628.0959737,177365896916,1020.000000,4.180000,1019.900000,2.240000,1019.800000,40.200000,1019.700000,122.790000,1019.600000,16.570000,1019.500000,105.460000,1019.400000,22.050000,1019.300000,4.570000,1019.200000,4.170000,1019.100000,45.540000,1020.100000,200.690000,1020.200000,11.020000,1020.300000,59.410000,1020.400000,35.260000,1020.500000,84.520000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,14.720000,1021.000000,11.660000
1759175628.355307,177365899937,1020.000000,4.180000,1019.900000,2.240000,1019.800000,40.200000,1019.700000,122.790000,1019.600000,28.080000,1019.500000,105.460000,1019.400000,22.050000,1019.300000,4.570000,1019.200000,6.130000,1019.100000,45.540000,1020.100000,200.690000,1020.200000,11.020000,1020.300000,59.410000,1020.400000,35.260000,1020.500000,84.520000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,14.720000,1021.000000,11.660000
1759175628.7424955,177365904061,1020.000000,4.270000,1019.900000,2.240000,1019.800000,40.110000,1019.700000,122.790000,1019.600000,28.080000,1019.500000,105.460000,1019.400000,22.050000,1019.300000,4.570000,1019.200000,6.130000,1019.100000,45.540000,1020.100000,200.690000,1020.200000,11.180000,1020.300000,59.410000,1020.400000,35.260000,1020.500000,84.520000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,14.720000,1021.000000,11.660000
1759175629.5274565,177365916385,1020.000000,4.720000,1019.900000,2.150000,1019.800000,39.930000,1019.700000,122.610000,1019.600000,28.080000,1019.500000,105.460000,1019.400000,22.050000,1019.300000,4.570000,1019.200000,6.130000,1019.100000,45.540000,1020.100000,200.690000,1020.200000,11.740000,1020.300000,59.450000,1020.400000,35.260000,1020.500000,84.520000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,14.720000,1021.000000,11.660000
1759175630.0489187,177365924604,1020.000000,4.720000,1019.900000,2.150000,1019.800000,39.930000,1019.700000,122.610000,1019.600000,28.080000,1019.500000,105.460000,1019.400000,22.050000,1019.300000,4.570000,1019.200000,6.130000,1019.100000,45.540000,1020.100000,201.020000,1020.200000,11.740000,1020.300000,59.450000,1020.400000,35.260000,1020.500000,84.520000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,14.720000,1021.000000,11.660000
1759175631.4879463,177365948517,1020.000000,4.720000,1019.900000,2.150000,1019.800000,39.930000,1019.700000,122.610000,1019.600000,28.080000,1019.500000,105.460000,1019.400000,22.050000,1019.300000,4.570000,1019.200000,6.130000,1019.100000,45.540000,1020.100000,201.020000,1020.200000,11.740000,1020.300000,59.450000,1020.400000,35.260000,1020.500000,84.520000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,14.720000,1021.000000,11.660000
1759175631.7379649,177365950732,1020.000000,4.720000,1019.900000,2.150000,1019.800000,39.890000,1019.700000,122.610000,1019.600000,28.080000,1019.500000,105.460000,1019.400000,22.050000,1019.300000,4.570000,1019.200000,6.130000,1019.100000,45.540000,1020.100000,201.020000,1020.200000,11.740000,1020.300000,59.450000,1020.400000,35.260000,1020.500000,84.520000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,14.720000,1021.000000,11.660000
1759175632.1004727,177365959127,1020.000000,5.260000,1019.900000,2.150000,1019.800000,39.890000,1019.700000,122.610000,1019.600000,28.080000,1019.500000,105.460000,1019.400000,22.050000,1019.300000,4.570000,1019.200000,6.130000,1019.100000,45.540000,1020.100000,201.020000,1020.200000,11.740000,1020.300000,59.450000,1020.400000,35.260000,1020.500000,84.520000,1020.600000,508.360000,1020.700000,16.000000,1020.800000,98.960000,1020.900000,14.720000,1021.000000,11.660000
