unix_timestamp,bid,ask,mid
1759175617.4733715,1019.8,1019.9,1019.850000
1759175621.9430172,1019.8,1019.9,1019.850000
1759175622.2765613,1019.8,1019.9,1019.850000
1759175622.4630635,1019.8,1019.9,1019.850000
1759175622.8485625,1019.8,1019.9,1019.850000
1759175623.1140597,1019.8,1020.0,1019.900000
1759175623.7155178,1019.8,1020.0,1019.900000
1759175624.5074093,1019.9,1020.0,1019.950000
1759175624.771302,1019.9,1020.0,1019.950000
1759175625.1592057,1019.9,1020.1,1020.000000
1759175625.42297,1020.0,1020.1,1020.050000
1759175625.7969406,1020.0,1020.1,1020.050000
1759175625.993913,1019.9,1020.1,1020.000000
1759175626.5163999,1020.0,1020.1,1020.050000
1759175626.779671,1020.0,1020.1,1020.050000
1759175627.0689826,1020.0,1020.1,1020.050000
1759175627.322484,1020.0,1020.1,1020.050000
1759175627.7166128,1020.0,1020.1,1020.050000
1759175628.0959737,1020.0,1020.1,1020.050000
1759175628.355307,1020.0,1020.1,1020.050000
1759175628.7424955,1020.0,1020.1,1020.050000
1759175629.5274565,1020.0,1020.1,1020.050000
1759175630.0489187,1020.0,1020.1,1020.050000
1759175631.4879463,1020.0,1020.1,1020.050000
1759175631.7379649,1020.0,1020.1,1020.050000
1759175632.1004727,1020.0,1020.1,1020.050000
1759175632.4407527,1020.0,1020.1,1020.050000
1759175632.8350427,1020.0,1020.1,1020.050000
1759175633.1169403,1020.0,1020.1,1020.050000
1759175633.388461,1020.0,1020.1,1020.050000
1759175633.6978636,1020.0,1020.1,1020.050000
1759175634.2399418,1020.0,1020.1,1020.050000
1759175634.8740146,1020.0,1020.1,1020.050000
1759175635.1547844,1020.0,1020.1,1020.050000
1759175635.4057748,1020.0,1020.1,1020.050000
1759175635.6780906,1020.0,1020.1,1020.050000
1759175636.0803537,1020.0,1020.1,1020.050000
1759175636.8694615,1020.1,1020.2,1020.150000
1759175637.13436,1020.1,1020.2,1020.150000
1759175637.807283,1020.1,1020.2,1020.150000
1759175638.1741872,1020.1,1020.2,1020.150000
1759175638.418591,1020.1,1020.2,1020.150000
1759175638.808922,1020.1,1020.2,1020.150000
